,nombre,distrito,direccion,nivel__modalidad,gestion__dependencia,latitud,longitud
12684,jose de nazaret,ves,mz l lote 13 y 14 sector 10,primaria,privada - particular,-12.24211,-76.92896
12685,jose galvez barrenechea,ves,mz p lote 21 sector 3,primaria,privada - particular,-12.22365,-76.93531
12689,jose jesus,ves,mz g lote 12,primaria,privada - particular,-12.20648,-76.94862
12692,jose maria eguren,ves,mz a lote 20 sector victor chero ramos,inicial - jardin,privada - particular,-12.24718,-76.91796
12694,jose santos kusunoki,ves,mz i lote 22 etapa iv,inicial - jardin,privada - particular,-12.22967,-76.91858
12696,josei toda,ves,mz g lote 24 sector 9,inicial - jardin,privada - particular,-12.23968,-76.9357
12706,julio cesar tello de oasis,ves,mz j lote 8,inicial - jardin,privada - particular,-12.23818,-76.93501
12709,juventud cientifica padua,ves,mz d lote 17 sector 2,primaria,privada - particular,-12.21354,-76.94416
12711,la buena esperanza,ves,grupo 4,inicial - jardin,privada - particular,-12.23926,-76.93666
12713,la cantuta,ves,mz n lote 27,inicial - jardin,privada - particular,-12.19563,-76.96044
12718,la catolica de villa,ves,lote 4 y 5 sector 1,inicial - jardin,privada - particular,-12.19446,-76.94494
12720,la concordia,ves,avenida jojoba (av. 1) mz a lote 3a,inicial - jardin,privada - particular,-12.19419,-76.96977
12721,la encantada de villa,ves,grupo 2 mz i lote 01,secundaria,privada - particular,-12.23293,-76.94734
12726,la merced kid,ves,mz g-1 lote 06-07,inicial - jardin,privada - particular,-12.21267,-76.92818
12727,la merced sur,ves,mz vii lote 27 y 28,secundaria,privada - particular,-12.21396,-76.92667
12728,la semilla de abraham valdelomar,ves,mz o' lote 16 etapa iii,primaria,privada - particular,-12.23239,-76.92305
12731,le bouch & montessori,ves,mz e1 lote 49,primaria,privada - particular,-12.1651,-76.97025
12732,leon tolstoi,ves,mz d lote 1-2 sector 9,inicial - jardin,privada - particular,-12.23792,-76.93873
12733,lincoln de villa,ves,mz i lote 01 sector 2 grupo 17,inicial - jardin,privada - particular,-12.20832,-76.94609
12736,los angeles de nuestra senora de guadalupe,ves,mz g lote 23-24 sector 7,inicial - jardin,privada - particular,-12.23267,-76.94196
12739,los angeles del salvador,ves,mz o lote 16,primaria,privada - particular,-12.20247,-76.9518
12742,los ingenieros school,ves,calle once s/n mz 9 lote 23-24,secundaria,privada - particular,-12.1971,-76.9631
12746,ludus garden,ves,mz c lote 06,inicial - jardin,privada - particular,-12.19525,-76.96985
12747,ludwing von misses,ves,avenida central y calle 3 mz e lote 13 sector 1,inicial - jardin,privada - particular,-12.19363,-76.94545
12756,manuel gonzales prada - centro de aplicacion,ves,avenida 3 de octubre s/n sector 2,primaria,publica - sector educacion,-12.21623,-76.9305
12764,maria clotilde,ves,calle 9 s/n mz f14 lote 23 etapa iv,inicial - cuna jardin,privada - particular,-12.23156,-76.91247
12765,maria de la consagracion,ves,avenida pastor sevilla gr 3 mz a lote 6-7,inicial - jardin,privada - particular,-12.24493,-76.92521
12767,maria de los angeles de villa,ves,mz b lote 17,inicial - jardin,privada - particular,-12.19188,-76.95015
12769,maria elena moyano,ves,gr 18 mz c lote 14,inicial - jardin,privada - particular,-12.20854,-76.94366
12771,maria inmaculada concepcion,ves,mz g' lote 23 etapa iv sector 2,secundaria,privada - particular,-12.23934,-76.92321
12774,maria isabel molina,ves,avenida micaela bastidas s/n mz b lote 5 sector 2,inicial - jardin,privada - particular,-12.20439,-76.94888
12777,mariscal oscar r. benavides,ves,mz k lote 1 sector 6,inicial - jardin,privada - particular,-12.21026,-76.95304
12780,mariscal toribio luzuriaga,ves,avenida cesar vallejo s/n mz a-35 lote 35,secundaria,privada - particular,-12.22209,-76.95138
12786,mary jones forever,ves,mz l lote 20 sector 6,primaria,privada - particular,-12.20269,-76.95031
12788,max uhle,ves,avenida 1 de mayo mz k lote 13 sector 2,inicial - jardin,privada - particular,-12.20637,-76.96747
12791,medrano,ves,mz e lote 7-8 sector 2,primaria,privada - particular,-12.20383,-76.94581
12795,mi dulce despertar,ves,gr 9 mz c lote 12,inicial - jardin,privada - particular,-12.22293,-76.94898
12804,mi nueva casita,ves,mz f lote 2 sector 3,inicial - jardin,publica - sector educacion,-12.23577,-76.94135
12805,mi nuevo mundo school ii,ves,mz y lote 2 etapa iv,primaria,privada - particular,-12.23934,-76.9153
12808,mi pequeno mundo feliz,ves,mz p' lote 21-22,primaria,privada - particular,-12.23419,-76.92188
12810,mi pequeno mundo ii,ves,mz q lote 2 sector 2,inicial - jardin,publica - sector educacion,-12.20439,-76.937
12813,monte maria,ves,mz l lote 1 etapa iv sector 2,inicial - jardin,publica - sector educacion,-12.24273,-76.91658
12814,montessori de villa,ves,mz c lote 1- 2 sector 3,basica alternativa - avanzado,privada - particular,-12.2184,-76.93516
12818,mundo magico kids,ves,mz g lote 8 sector 2,inicial - jardin,privada - particular,-12.20283,-76.94217
12819,munequitos de papel,ves,mz h lote 21 sector 3,inicial - jardin,privada - particular,-12.21778,-76.93019
12820,my hone and school,ves,mz c lote 12 sector 7,secundaria,privada - particular,-12.2314,-76.94184
12824,nazareno school,ves,mz e lote 1 sector 9,secundaria,privada - particular,-12.23333,-76.94289
12827,nordic international school,ves,calle barlovento mz a lote 1,inicial - jardin,privada - particular,-12.229,-76.97329
12830,nuestra senora de guadalupe de villa,ves,grupo 8 mz f lote 20-21 sector 6,inicial - jardin,privada - particular,-12.22854,-76.94442
12837,nuestra senora del rosario de villa,ves,mz n lote 22 sector 10,secundaria,privada - particular,-12.24192,-76.92701
12848,paeba villa el salvador,ves,avenida micaela bastidas grupo 26 sector 3,basica alternativa - avanzado,publica - sector educacion,-12.2201,-76.93966
12854,pascal blaise,ves,mz p lote 1 sector 9,secundaria,privada - particular,-12.23634,-76.94337
12857,patron santiago de yanaca,ves,grupo 9 lote 4-5,basica alternativa - avanzado,privada - particular,-12.2225,-76.95098
12861,paul muller school,ves,grupo 13 mz o lote 8,inicial - jardin,privada - particular,-12.1944,-76.94987
12866,peregrino school,ves,subparc a barrio 1 mz y lote 13-26 etapa iv sector 2,secundaria,privada - particular,-12.23543,-76.91935
12872,peruano frances,ves,mz j lote 17 sector 2,primaria,privada - particular,-12.21243,-76.9485
12876,poderoso jesus,ves,mz n lote 14 sector 2,primaria,privada - particular,-12.21101,-76.94371
12880,prolog de villa el salvador,ves,mz i lote 08 sector 3,inicial - jardin,privada - particular,-12.22776,-76.92756
12883,rainbow kids,ves,avenida guardia republicana s/n mz g lote 40,primaria,privada - particular,-12.20461,-76.94608
12886,reino unido britanico,ves,avenida arriba peru mz n lote 9 sector 2,inicial - jardin,privada - particular,-12.2105,-76.94926
12889,republica de bolivia,ves,avenida los alamos s/n sector 1,basica alternativa - avanzado,publica - sector educacion,-12.19653,-76.94983
12892,reverendo padre juan serpa,ves,grupo 28 mz f lote 13 sector 3,inicial - jardin,privada - particular,-12.21729,-76.94108
12900,rosa de santa maria de villa,ves,avenida central mz e lote 14 sector 2,inicial - jardin,privada - particular,-12.20245,-76.94066
12902,saco oliveros de villa el salvador,ves,avenida revolucion mz j1 lote 1 sector 1,primaria,privada - particular,-12.19486,-76.94847
12909,san agustin de villa,ves,mz a lote 10,secundaria,privada - particular,-12.19737,-76.95012
12918,san german,ves,carretera panamericana sur km. 19.900,inicial - jardin,privada - particular,-12.22683,-76.97349
12924,san jeronimo,ves,avenida los angeles mz o lote 5,inicial - jardin,privada - particular,-12.20038,-76.94953
12930,san pablo de tarso,ves,parque industrial mz d lote 18 sector 8,primaria,privada - particular,-12.19305,-76.94027
12933,san roque i,ves,calle 69 mz c lote 20-21 etapa iv sector 1,primaria,privada - particular,-12.22969,-76.91784
12935,santa barbara,ves,mz d lote 13 sector 6,inicial - jardin,privada - particular,-12.21843,-76.94749
12940,santa maria del sur,ves,mz h lote 26 sector 1,inicial - jardin,privada - particular,-12.23375,-76.91206
12949,santa rosa purisima de villa,ves,mz d lote 12 y 13 sector 3,inicial - jardin,privada - particular,-12.22794,-76.93512
12953,santillana,ves,mz n lote 13,inicial - jardin,privada - particular,-12.19637,-76.94269
12958,santisima virgen de cocharcas de villa,ves,mz e lote 9,primaria,privada - particular,-12.22808,-76.93462
12960,santisima virgen de las nieves,ves,calle g mz j lote 16-17 etapa iv sector 1,primaria,privada - particular,-12.22916694,-76.91872497
12966,santisima virgen inmaculada concepcion,ves,mz a lote 13-14 y 15,inicial - jardin,privada - particular,-12.2008,-76.96054
12969,santuario de guadalupe,ves,avenida modelo 1364 mz i lote 21,primaria,privada - particular,-12.19443,-76.95733
12970,school mahatma gandhi,ves,mz k lote 5 sector 2,secundaria,privada - particular,-12.20705,-76.94603
12971,sebastian lorente,ves,mz n lote 5 sector 7,primaria,privada - particular,-12.23022,-76.94175
12975,semillita de jesus,ves,mz p lote 15 sector 2,inicial - jardin,privada - particular,-12.23014,-76.94011
12977,semillitas de vida,ves,mz p lote 21 sector 3,inicial - jardin,privada - particular,-12.22053,-76.94218
12978,senor cautivo de ayabaca,ves,mz g lote 18 sector 3,inicial - jardin,privada - particular,-12.23018,-76.93148
12979,talentus v.e.s.,ves,la encantada grupo ii mz d lote 16-17,inicial - jardin,privada - particular,-12.23164,-76.94712
12982,thomson christian school,ves,mz h lote 23 sector 1,inicial - cuna jardin,privada - particular,-12.19188,-76.94838
12984,trilce de villa el salvador,ves,avenida separadora agro industrial sub parcela 34-a2 subparcela 34-a2,inicial - jardin,privada - particular,-12.22112,-76.95274
12987,urbanizacion pachacamac,ves,mz f lote 63 etapa i sector 4to. agrupamiento,inicial - jardin,publica - sector educacion,-12.22957,-76.9249
12988,uribe's school,ves,grupo 16 mz c lote 17 sector 2,secundaria,privada - particular,-12.2039,-76.94676
12989,villa amanecer,ves,mz a lote 16 sector 3,inicial - jardin,privada - particular,-12.2229,-76.93447
12990,villa de cristo,ves,mz g lote 3-4 sector 2,inicial - jardin,privada - particular,-12.20646,-76.93891
12993,villa gratia dei college,ves,avenida defensores del morro s/n lote c,secundaria,privada - particular,-12.22038,-76.97768
12997,villa mercedes,ves,mz d lote 16 etapa iv sector 2,inicial - jardin,privada - particular,-12.24171,-76.91726
13002,virgen asuncion de villa,ves,grupo 2 mz f lote 3-4 sector 7,primaria,privada - particular,-12.24842,-76.92953
13006,virgen de yauca,ves,mz b lote 17 sector 6,inicial - jardin,privada - particular,-12.21191,-76.951
13014,virgen purisima,ves,avenida los alamos mz m lote 24 sector 2,inicial - jardin,privada - particular,-12.20528,-76.94466
13015,virgencita de chapi,ves,grupo 22 mz p1 lote 2 sector 3,inicial - jardin,publica - sector educacion,-12.22435,-76.93466
13016,avantgard college,ves,avenida juan velasco alvarado lote 29,inicial - jardin,privada - particular,-12.2193,-76.95842
13019,innova schools - ves vallejo,ves,prol jorge chavez esquina calle 6 lote 38 zona agropecuaria,inicial - jardin,privada - particular,-12.22237,-76.9567
13022,7217 olimpia geraldina melendez peralta,vmt,calle 5 ampl jose galvez s/n,secundaria,publica - sector educacion,-12.22398,-76.91667
13024,624 virgen del carmen,vmt,jiron javier heraud s/n,inicial - jardin,publica - sector educacion,-12.22556,-76.91458
13025,7218 papa juan pablo ii,vmt,avenida javier heraud s/n,primaria,publica - sector educacion,-12.22539,-76.91474
13026,salamanca,vmt,avenida ferrocarril 700,inicial - cuna jardin,privada - particular,-12.20829,-76.90367
13029,532 san martin de porres,vmt,jiron maranon / manco capac mz 133a,inicial - jardin,publica - sector educacion,-12.21437,-76.91242
13030,6015 santisimo sagrado corazon de jesus,vmt,avenida lima 1005,primaria,publica - sector educacion,-12.21169,-76.90608
13031,6093 coronel juan valer sandoval,vmt,avenida miguel grau s/n,primaria,publica - sector educacion,-12.22806,-76.90813
13033,apostol san juan bautista,vmt,mz q lote 4-5-6,inicial - jardin,privada - particular,-12.21549,-76.89974
13035,ecologico sagrado corazon de jesus,vmt,jiron ayacucho 1323 mz 50-d lote 4,inicial - jardin,privada - particular,-12.21692,-76.90301
13039,los ingenieros de jose galvez,vmt,parcela b parcela villa poeta ii mz 179 lote 6,primaria,privada - particular,-12.22706,-76.90772
13041,colegio cristiano jesus mi redentor,vmt,avenida francisco de zela 415-417-419 mz 2h lote 5 sector 1,secundaria,privada - particular,-12.19859575,-76.92862
13042,maria inmaculada de tablada,vmt,avenida tupac yupanqui 1557 mz w lote 15,inicial - jardin,privada - particular,-12.18528,-76.92691
13044,7231,vmt,avenida prolongacion pachacutec,primaria,publica - sector educacion,-12.22028,-76.91843
13046,671,vmt,avenida mariano melgar / cesar vallejo,inicial - jardin,publica - sector educacion,-12.23284,-76.90886
13049,515 juan xxiii,vmt,avenida el triunfo 1580,inicial - jardin,publica - sector educacion,-12.1589,-76.93775
13050,516,vmt,avenida las begonias 105,inicial - jardin,publica - sector educacion,-12.16585,-76.9534
13051,520,vmt,jiron inca pachacutec / alfonso ugarte 850 mz 8q,inicial - jardin,publica - sector educacion,-12.1887,-76.92539
13052,523 villa yrasema,vmt,avenida jose carlos mariategui 717,inicial - jardin,publica - sector educacion,-12.15566,-76.95351
13053,524,vmt,avenida 28 de julio,inicial - jardin,publica - sector educacion,-12.1736,-76.93307
13054,525 reyna del carmen,vmt,jiron ica 2,inicial - cuna jardin,publica - sector educacion,-12.2085,-76.90509
13055,533 los jazmines,vmt,avenida simon bolivar s/n mz 4w sector 2,inicial - jardin,publica - sector educacion,-12.18886,-76.93456
13056,552,vmt,avenida flora tristan cuadra 11 s/n,inicial - jardin,publica - sector educacion,-12.1878,-76.91884
13057,561 corazon de jesus,vmt,avenida guardia civil s/n,inicial - jardin,publica - sector educacion,-12.14309,-76.95271
13058,6011 santisima virgen de fatima,vmt,avenida 28 de julio 790,primaria,publica - sector educacion,-12.178,-76.9468
13059,6014,vmt,jiron mateo pumacahua 252,secundaria,publica - sector educacion,-12.17383,-76.93267
13061,6017,vmt,avenida 9 de agosto s/n,primaria,publica - sector educacion,-12.15825,-76.95106
13062,6019 mariano melgar,vmt,avenida la union 1115,secundaria,publica - sector educacion,-12.17847,-76.9476
13064,6020 micaela bastidas,vmt,jiron huayna capac s/n,secundaria,publica - sector educacion,-12.17549,-76.94849
13067,6022,vmt,avenida salvador allende 975,primaria,publica - sector educacion,-12.1674,-76.94885
13068,6024 jose maria arguedas,vmt,avenida san francisco y union s/n,secundaria,publica - sector educacion,-12.19654,-76.92936
13070,6025,vmt,avenida 8 de octubre 365 zona iii,primaria,publica - sector educacion,-12.17358,-76.94447
13071,6029 bartolome mitre,vmt,jiron amazonas 252,primaria,publica - sector educacion,-12.2073,-76.90462
13072,6032 almirante miguel grau seminario,vmt,avenida 26 de noviembre,primaria,publica - sector educacion,-12.17914,-76.94127
13074,6033 belen,vmt,jiron necochea 280,primaria,publica - sector educacion,-12.15994,-76.9545
13075,6056 santa rosa alta,vmt,jiron santa rosa 900,inicial - jardin,publica - sector educacion,-12.15345,-76.9497
13078,6057 virgen de lourdes,vmt,jiron casma p-14 s/n,secundaria,publica - sector educacion,-12.17111,-76.91622
13081,6059 sagrado corazon de jesus,vmt,jiron cotahuasi 120,primaria,publica - sector educacion,-12.1421,-76.94138
